"","x"
"9232","GB"
"9233","GB"
"9234","PK"
"9235","DE"
"9236","DE"
"9237","CN"
"9238","IN"
"9239","IN"
"9240","NZ"
"9241","IN"
"9242","IN"
"9243","IT"
"9244","IT"
"9245","GH"
"9246","GH"
"9247",NA
"9248","KE"
"9249","ET"
"9250",NA
"9251","UG"
"9252","TZ"
"9253","KE"
"9254",NA
"9255",NA
"9256","GB"
"9257","CA"
"9258","GB"
"9259","US"
"9260","US"
"9261","US"
"9262","GB"
"9263","PY"
"9264",NA
"9265",NA
"9266","AR"
"9267","US"
"9268","AU"
"9269","AU"
"9270","AU"
"9271","AU"
"9272","AU"
"9273","CM"
"9274","CM"
"9275","CM"
"9276","BD"
"9277","BD"
"9278","BD"
"9279","BD"
"9280","GB"
"9281","GB"
"9282","FR"
"9283","AU"
"9284",NA
"9285","BD"
"9286","BE"
"9287","IN"
"9288","IN"
"9289","IN"
"9290","IN"
"9291","IN"
"9292","IN"
"9293","IT"
"9294","ES"
"9295","IT"
"9296","BJ"
"9297","BJ"
"9298","BJ"
"9299","BJ"
"9300","BJ"
"9301","BJ"
"9302","AU"
"9303","AU"
"9304","BD"
"9305","AU"
"9306","CA"
"9307","US"
"9308","CA"
"9309","CA"
"9310","MW"
"9311","MW"
"9312","MW"
"9313","IT"
"9314","BF"
"9315","IT"
"9316","IT"
"9317","BF"
"9318","IT"
"9319",NA
"9320",NA
"9321",NA
"9322",NA
"9323",NA
"9324",NA
"9325",NA
"9326",NA
"9327","ZA"
"9328","ZA"
"9329","BW"
"9330","BW"
"9331","BW"
"9332","US"
"9333","UG"
"9334","BW"
"9335","IT"
"9336","US"
"9337","US"
"9338","US"
"9339","CA"
"9340","US"
"9341","CA"
"9342","CR"
"9343",NA
"9344","GH"
"9345","GH"
"9346","GH"
"9347","GH"
"9348","SE"
"9349","SE"
"9350","SE"
"9351","SE"
"9352","SE"
"9353","SE"
"9354",NA
"9355","NO"
"9356","NO"
"9357","NO"
"9358",NA
"9359",NA
"9360",NA
"9361",NA
"9362",NA
"9363",NA
"9364",NA
"9365",NA
"9366",NA
"9367",NA
"9368",NA
"9369",NA
"9370",NA
"9371",NA
"9372",NA
"9373",NA
"9374",NA
"9375",NA
"9376",NA
"9377",NA
"9378",NA
"9379",NA
"9380",NA
"9381",NA
"9382",NA
"9383","IN"
"9384","IN"
"9385","IN"
"9386","IN"
"9387","IN"
"9388",NA
"9389","US"
"9390",NA
"9391",NA
"9392",NA
"9393",NA
"9394","ES"
"9395","PT"
"9396","PT"
"9397",NA
"9398","CA"
"9399","CA"
"9400","CA"
"9401","CA"
"9402","CA"
"9403","CA"
"9404","CA"
"9405","CA"
"9406","CA"
"9407",NA
"9408",NA
"9409",NA
"9410",NA
"9411","IN"
"9412","IN"
"9413","ES"
"9414","ES"
"9415","ES"
"9416","NL"
"9417","NL"
"9418","AU"
"9419","AU"
"9420","AU"
"9421","AU"
"9422","AU"
"9423",NA
"9424","ID"
"9425","ID"
"9426","ID"
"9427","AU"
"9428","AU"
"9429","AU"
"9430",NA
"9431","AU"
"9432","AU"
"9433","AU"
"9434",NA
"9435","AU"
"9436","AU"
"9437","AU"
"9438","AU"
"9439","US"
"9440","AU"
"9441","AU"
"9442","AU"
"9443","AU"
"9444",NA
"9445","AU"
"9446","AU"
"9447",NA
"9448","AU"
"9449","AU"
"9450",NA
"9451","ID"
"9452","ID"
"9453","ID"
"9454","ID"
"9455","OM"
"9456","OM"
"9457","OM"
"9458","OM"
"9459","OM"
"9460","OM"
"9461","CA"
"9462","CA"
"9463","CN"
"9464","CA"
"9465","CN"
"9466","CN"
"9467","CN"
"9468","CN"
"9469","CA"
"9470","CA"
"9471","US"
"9472","US"
"9473","US"
"9474","US"
"9475","EC"
"9476","US"
"9477","BG"
"9478","BG"
"9479","BG"
"9480",NA
"9481","BG"
"9482","BG"
"9483","BG"
"9484","BG"
"9485","BG"
"9486","TW"
"9487","CN"
"9488",NA
"9489",NA
"9490",NA
"9491","IT"
"9492","IT"
"9493","IT"
"9494","LB"
"9495",NA
"9496","TN"
"9497","IT"
"9498","IT"
"9499","GR"
"9500","IT"
"9501","TN"
"9502",NA
"9503","IT"
"9504",NA
"9505","AL"
"9506","IT"
"9507","SI"
"9508","IT"
"9509","IT"
"9510","IT"
"9511",NA
"9512","CY"
"9513","IT"
"9514",NA
"9515","TR"
"9516",NA
"9517","MC"
"9518","DK"
"9519",NA
"9520","GB"
"9521","KE"
"9522","KE"
"9523","GB"
"9524","DK"
"9525","IT"
"9526",NA
"9527","BO"
"9528","BO"
"9529","BO"
"9530",NA
"9531",NA
"9532",NA
"9533","IT"
"9534","IT"
"9535","KE"
"9536","SK"
"9537","KE"
"9538","US"
"9539","US"
"9540","US"
"9541","US"
"9542","US"
"9543","NO"
"9544","NO"
"9545",NA
"9546","NO"
"9547","FI"
"9548","FI"
"9549","FI"
"9550",NA
"9551","US"
"9552","ET"
"9553","ET"
"9554","ET"
"9555","ET"
"9556","GB"
"9557","BD"
"9558","SG"
"9559","JP"
"9560","JP"
"9561","ES"
"9562","ES"
"9563","DE"
"9564","ES"
"9565","ES"
"9566","ES"
"9567","ES"
"9568",NA
"9569","ES"
"9570","FR"
"9571","NO"
"9572","ES"
"9573","ES"
"9574","DE"
"9575","CN"
"9576","US"
"9577","CN"
"9578","CN"
"9579","CN"
"9580","CN"
"9581","JP"
"9582","JP"
"9583","CN"
"9584","CN"
"9585","CN"
"9586","CN"
"9587","CN"
"9588","CN"
"9589","CN"
"9590","CN"
"9591","CN"
"9592","GH"
"9593","GH"
"9594","GH"
"9595","CA"
"9596","CA"
"9597","CA"
"9598","CA"
"9599","GB"
"9600",NA
"9601",NA
"9602","CA"
"9603","BR"
"9604","BE"
"9605","GB"
"9606","BR"
"9607","JP"
"9608","JP"
"9609","CA"
"9610","GB"
"9611","CA"
"9612","FR"
"9613","FR"
"9614","FR"
"9615","FR"
"9616","FR"
"9617",NA
"9618",NA
"9619",NA
"9620",NA
"9621",NA
"9622","IN"
"9623","IN"
"9624","PT"
"9625","PT"
"9626","PT"
"9627","PT"
"9628","PT"
"9629","CO"
"9630","CO"
"9631","CO"
"9632","TZ"
"9633","TZ"
"9634","US"
"9635","DK"
"9636","TZ"
"9637","DE"
"9638","US"
"9639","CA"
"9640","CA"
"9641","CA"
"9642","CA"
"9643","CA"
"9644",NA
"9645",NA
"9646",NA
"9647",NA
"9648","US"
"9649","US"
"9650","CA"
"9651","MX"
"9652","MX"
"9653","MX"
"9654","ES"
"9655","MX"
"9656","US"
"9657","US"
"9658","GL"
"9659","DK"
"9660","DK"
"9661","CA"
"9662","CA"
"9663","IR"
"9664","IR"
"9665","IR"
"9666","IR"
"9667","IR"
"9668","GH"
"9669","GH"
"9670","GH"
"9671","GH"
"9672","GH"
"9673","CA"
"9674","CA"
"9675","CA"
"9676","CA"
"9677","CA"
"9678","CA"
"9679","CA"
"9680","CA"
"9681","BW"
"9682","BW"
"9683","BW"
"9684","ZA"
"9685","CN"
"9686","CN"
"9687","CN"
"9688",NA
"9689","US"
"9690","US"
"9691","US"
"9692",NA
"9693","MX"
"9694","MX"
"9695","MX"
"9696","MX"
"9697","MX"
"9698","FR"
"9699","FR"
"9700","FR"
"9701","CN"
"9702","CN"
"9703","CN"
"9704","CN"
"9705","CN"
"9706","CN"
"9707","UY"
"9708","UY"
"9709","UY"
"9710","UY"
"9711","UY"
"9712","UY"
"9713","ZA"
"9714","US"
"9715","DE"
"9716","DE"
"9717","CA"
"9718","CA"
"9719",NA
"9720","BR"
"9721",NA
"9722","BR"
"9723","ZA"
"9724","ZA"
"9725","ZA"
"9726","ZA"
"9727","CO"
"9728","CO"
"9729","PE"
"9730","CO"
"9731","NZ"
"9732","US"
"9733","NZ"
"9734","CA"
"9735","US"
"9736","US"
"9737","US"
"9738","NZ"
"9739","CA"
"9740","AU"
"9741","US"
"9742","NZ"
"9743","US"
"9744","NZ"
"9745","AU"
"9746","NZ"
"9747","NZ"
"9748","US"
"9749","US"
"9750","ZA"
"9751","US"
"9752","NZ"
"9753","NZ"
"9754","CA"
"9755","AU"
"9756","US"
"9757","US"
"9758","NZ"
"9759","AU"
"9760","CA"
"9761","US"
"9762",NA
"9763",NA
"9764","CN"
"9765","TW"
"9766","CN"
"9767","CN"
"9768","CN"
"9769","CN"
"9770","CN"
"9771","CN"
"9772",NA
"9773",NA
"9774","TW"
"9775","CN"
"9776","CN"
"9777","BR"
"9778","BR"
"9779","BR"
"9780","BR"
"9781","ZA"
"9782","ET"
"9783","FI"
"9784","SI"
"9785","GB"
"9786","GB"
"9787","ES"
"9788","FI"
"9789","UA"
"9790","GB"
"9791","BR"
"9792","BR"
"9793","US"
"9794","US"
"9795","US"
"9796","US"
"9797","US"
"9798",NA
"9799",NA
"9800","US"
"9801","DE"
"9802","DE"
"9803",NA
"9804",NA
"9805","NO"
"9806","NO"
"9807","CN"
"9808",NA
"9809","UG"
"9810","CA"
"9811","CA"
"9812","CA"
"9813",NA
"9814",NA
"9815",NA
"9816",NA
"9817",NA
"9818",NA
"9819",NA
"9820",NA
"9821",NA
"9822",NA
"9823",NA
"9824",NA
"9825",NA
"9826",NA
"9827",NA
"9828",NA
"9829",NA
"9830","MX"
"9831","MX"
"9832","MX"
"9833","MX"
"9834","FR"
"9835","FR"
"9836","NL"
"9837","AR"
"9838","NL"
"9839","AR"
"9840","AR"
"9841","AR"
"9842","AR"
"9843","BR"
"9844","PT"
"9845","BR"
"9846","PT"
"9847",NA
"9848","AU"
"9849","AE"
"9850","IN"
"9851","US"
"9852","US"
"9853","US"
"9854","US"
"9855","MX"
"9856","MX"
"9857","MX"
"9858","US"
"9859","MX"
"9860","MX"
"9861",NA
"9862","MX"
"9863","SE"
"9864","SE"
"9865","GB"
"9866","GB"
"9867","GB"
"9868","US"
"9869",NA
"9870","CU"
"9871","CU"
"9872","CU"
"9873","CU"
"9874",NA
"9875",NA
"9876",NA
"9877","US"
"9878","US"
"9879","ZW"
"9880","ZA"
"9881","GB"
"9882","US"
"9883","US"
"9884","CA"
"9885",NA
"9886","GR"
"9887","CO"
"9888","DE"
"9889","CO"
"9890","CO"
"9891","DE"
"9892",NA
"9893","US"
"9894","TW"
"9895","TW"
"9896","TW"
"9897","TW"
"9898","GB"
"9899","CA"
"9900","JP"
"9901","CA"
"9902","FR"
"9903","KE"
"9904","DE"
"9905","TZ"
"9906","DE"
"9907","FI"
"9908","CN"
"9909","KE"
"9910","KE"
"9911","FI"
"9912","KE"
"9913","ZA"
"9914","VN"
"9915","BE"
"9916","CA"
"9917","CA"
"9918","CA"
"9919","CA"
"9920",NA
"9921",NA
"9922",NA
"9923",NA
"9924",NA
"9925","NL"
"9926","NL"
"9927",NA
"9928",NA
"9929",NA
"9930",NA
"9931",NA
"9932",NA
"9933",NA
"9934",NA
"9935","TW"
"9936",NA
"9937","GB"
"9938","ZA"
"9939","ZA"
"9940","PT"
"9941","MZ"
"9942",NA
"9943","PT"
"9944","PT"
